ensembl	featureID	exonBaseMean	dispersion	stat	pvalue	padj	control	treated	log2fold_treated_control	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.9	countData.10	countData.11	countData.12	countData.13	countData.14	countData.15	countData.35	transcripts
ENSG00000140464	E013	13.5012656	0.04734227	16.52158337	4.81E-05	0.014499691	3.933489536	7.629434583	1.91608312	chr15	74022981	74023294	314	+	4	9	46	19	15	4	4	11	"c(""ENST00000436891.7"", ""ENST00000563500.5"", ""ENST00000268058.7"", ""ENST00000569477.5"", ""ENST00000395135.7"", ""ENST00000564428.5"", ""ENST00000268059.10"", ""ENST00000564725.1"", ""ENST00000395132.6"", ""ENST00000569161.1"", ""ENST00000354026.10"", ""ENST00000359928.8"", ""ENST00000569965.5"", ""ENST00000565239.5"", ""ENST00000435786.6"", ""ENST00000567606.5"", ""ENST00000567543.5"", ""ENST00000565898.5"")"
ENSG00000157191	E010	69.85165501	0.008795658	16.51314125	4.83E-05	0.014524722	12.0518903	15.49328707	0.734837722	chr1	16440772	16440775	4	+	52	70	102	73	87	52	32	98	"c(""ENST00000508680.5"", ""ENST00000513161.1"", ""ENST00000492095.5"", ""ENST00000496239.5"", ""ENST00000504551.6"", ""ENST00000486390.1"", ""ENST00000443980.6"", ""ENST00000459640.5"", ""ENST00000504858.5"", ""ENST00000457722.6"", ""ENST00000337132.9"")"
ENSG00000188157	E050	125.1175991	0.005516685	16.51092574	4.84E-05	0.014524722	20.84767302	16.6529977	-0.664879513	chr1	1053461	1053493	33	+	135	158	259	122	129	106	96	27	"c(""ENST00000419249.1"", ""ENST00000620552.4"", ""ENST00000461111.1"")"
ENSG00000182325	E017	31.62832463	0.003788372	16.5084077	4.84E-05	0.014525767	10.50001094	7.978415534	-0.797390891	chr8	144357430	144357438	9	-	38	44	30	26	20	36	52	10	"c(""ENST00000530142.5"", ""ENST00000530687.1"", ""ENST00000524492.5"", ""ENST00000529279.1"")"
ENSG00000143543	E013	83.71522547	0.008262532	16.5025359	4.86E-05	0.014540932	13.33294141	16.81464088	0.68059016	chr1	153977390	153977394	5	-	39	72	179	85	81	65	72	91	"c(""ENST00000428469.1"", ""ENST00000271843.8"", ""ENST00000368589.5"", ""ENST00000471173.1"")"
ENSG00000145216	E004	17.62619381	0.049000411	16.48179559	4.91E-05	0.014685807	4.77162229	8.971727536	1.827956714	chr4	53377696	53377802	107	+	7	12	58	17	21	9	7	16	"c(""ENST00000337488.10"", ""ENST00000358575.9"", ""ENST00000511376.5"", ""ENST00000306932.10"", ""ENST00000507922.5"")"
ENSG00000129474	E022	136.7074554	0.012156547	16.475119	4.93E-05	0.014722531	16.7747137	21.61851329	0.751661574	chr14	22981261	22981586	326	-	86	113	249	136	179	104	111	131	"c(""ENST00000553736.1"", ""ENST00000361265.8"", ""ENST00000262713.6"")"
ENSG00000105698	E034	10.80320633	0.009862853	16.44464939	5.01E-05	0.014849169	3.976683344	6.652826454	1.487832538	chr19	35279075	35279166	92	+	4	10	23	14	14	5	3	15	ENST00000594064.5
ENSG00000145604	E007	91.78240887	0.005079006	16.44981612	5.00E-05	0.014849169	14.27816298	17.62263097	0.618561128	chr5	36152169	36152238	70	+	76	96	156	85	79	71	67	120	"c(""ENST00000546211.5"", ""ENST00000274255.10"", ""ENST00000509692.5"", ""ENST00000513151.5"", ""ENST00000274254.9"", ""ENST00000620197.4"", ""ENST00000513263.1"", ""ENST00000508514.5"")"
ENSG00000167302	E003	22.10564057	0.01126275	16.45291312	4.99E-05	0.014849169	6.154438027	9.327763057	1.205037195	chr17	81229257	81229476	220	-	18	13	71	22	22	7	15	16	"c(""ENST00000576090.5"", ""ENST00000300714.7"", ""ENST00000571115.1"", ""ENST00000573295.5"")"
ENSG00000171552	E012	14.36638934	0.050272187	16.44149785	5.02E-05	0.014849169	4.148012763	8.028749351	1.910541061	chr20	31722861	31722898	38	-	4	9	44	10	26	4	8	14	"c(""ENST00000307677.4"", ""ENST00000422920.1"")"
ENSG00000178927	E019	23.2493994	0.04254664	16.44340514	5.01E-05	0.014849169	5.382856931	9.86931996	1.7564403	chr17	82443892	82443901	10	-	12	11	87	24	26	9	7	19	"c(""ENST00000578919.5"", ""ENST00000437807.6"", ""ENST00000336995.8"", ""ENST00000585044.5"", ""ENST00000536759.2"", ""ENST00000584024.5"", ""ENST00000577732.5"", ""ENST00000578895.5"", ""ENST00000434650.6"", ""ENST00000342572.12"", ""ENST00000577436.5"", ""ENST00000585064.5"", ""ENST00000582725.5"", ""ENST00000306645.9"")"
ENSG00000214087	E029	55.1135581	0.002668477	16.44784906	5.00E-05	0.014849169	11.01055797	13.67714665	0.632756789	chr17	81683693	81683734	42	-	42	61	93	65	58	36	37	56	"c(""ENST00000622299.4"", ""ENST00000571082.5"", ""ENST00000573569.5"", ""ENST00000397498.8"", ""ENST00000621051.4"", ""ENST00000570910.1"", ""ENST00000577142.1"")"
ENSG00000132003	E020	97.19840666	0.004512134	16.43707253	5.03E-05	0.01485887	18.12425884	14.88031913	-0.580392991	chr19	13831275	13832230	956	+	123	126	127	80	89	94	85	70	ENST00000254323.6
ENSG00000170390	E001	62.93267673	0.058023759	16.43430015	5.04E-05	0.01485887	9.349867698	16.49964814	1.65847204	chr4	150078274	150078988	715	+	28	52	193	64	74	37	19	57	ENST00000296550.11
ENSG00000172264	E013	34.66196576	0.003260516	16.43258492	5.04E-05	0.01485887	8.48013402	11.01942498	0.76104743	chr20	14085621	14085728	108	+	20	33	50	35	35	33	16	59	"c(""ENST00000490428.5"", ""ENST00000217246.8"", ""ENST00000494602.5"", ""ENST00000477147.5"")"
ENSG00000165458	E058	40.37748458	0.053071465	16.42673219	5.06E-05	0.014864542	7.144585742	13.05907045	1.752969218	chr11	72237707	72237708	2	+	14	16	150	46	38	19	22	32	"c(""ENST00000541752.1"", ""ENST00000538751.5"", ""ENST00000298229.6"", ""ENST00000320683.7"")"
ENSG00000167302	E022	20.45600134	0.007467958	16.4190613	5.08E-05	0.014864542	8.851525377	6.253544279	-1.006681046	chr17	81237072	81237386	315	-	42	25	26	13	13	18	25	6	"c(""ENST00000576090.5"", ""ENST00000573295.5"")"
ENSG00000173039	E057	16.33306478	0.00932307	16.42095707	5.07E-05	0.014864542	5.227045084	7.969665049	1.220900213	chr11	65662826	65662895	70	-	10	9	39	20	18	7	12	18	"c(""ENST00000612991.4"", ""ENST00000531484.5"", ""ENST00000525693.5"", ""ENST00000534305.1"", ""ENST00000532879.5"", ""ENST00000534558.5"", ""ENST00000406246.7"", ""ENST00000525301.5"", ""ENST00000526283.6"", ""ENST00000525658.5"", ""ENST00000532776.5"", ""ENST00000532999.5"", ""ENST00000525858.5"", ""ENST00000529389.5"", ""ENST00000527074.5"", ""ENST00000531238.1"", ""ENST00000308639.13"", ""ENST00000533546.5"", ""ENST00000615805.4"", ""ENST00000527909.5"")"
ENSG00000101493	E013	272.9189551	0.009671974	16.4070843	5.11E-05	0.014919588	24.14685628	29.49061131	0.607053298	chr18	76441245	76442828	1584	-	209	248	600	283	269	219	185	227	ENST00000443185.6
ENSG00000171853	E003	15.50959906	0.008951444	16.39874654	5.13E-05	0.014930446	5.060289248	7.838113875	1.266387946	chr2	3379720	3379839	120	+	6	13	39	18	22	8	9	12	"c(""ENST00000324266.9"", ""ENST00000382110.6"", ""ENST00000482645.1"")"
ENSG00000132394	E012	25.91980096	0.005925597	16.38266653	5.18E-05	0.015027683	7.114326157	9.637373839	0.880323808	chr3	128408069	128408642	574	+	17	21	48	30	37	18	14	25	"c(""ENST00000254730.10"", ""ENST00000483457.1"")"
ENSG00000130479	E041	52.5452942	0.015308325	16.35062535	5.26E-05	0.015134642	9.892449308	13.58302301	0.924020494	chr19	17726544	17727288	745	+	19	48	135	68	68	36	24	33	"c(""ENST00000324096.8"", ""ENST00000544059.2"")"
ENSG00000138771	E008	48.38351119	0.002815362	16.35047603	5.26E-05	0.015134642	10.18400418	12.90341244	0.689570761	chr4	76586255	76586285	31	+	36	37	73	46	69	39	41	49	"c(""ENST00000481002.5"", ""ENST00000490690.1"")"
ENSG00000149260	E034	52.237473	0.00394631	16.35045917	5.26E-05	0.015134642	13.50093091	10.82417587	-0.644524748	chr11	77124200	77124495	296	+	63	66	71	42	38	53	54	40	"c(""ENST00000527129.1"", ""ENST00000456580.6"", ""ENST00000278559.7"")"
ENSG00000154358	E020	20.04194292	0.011790787	16.34847073	5.27E-05	0.015135618	5.807439221	8.825836363	1.212363297	chr1	228264116	228264391	276	+	8	18	61	25	25	11	9	9	"c(""ENST00000570156.6"", ""ENST00000366707.8"", ""ENST00000422127.5"", ""ENST00000284548.15"")"
ENSG00000129968	E004	17.66643939	0.008963614	16.34567074	5.28E-05	0.015143091	5.252184974	7.979743838	1.210691706	chr19	1876979	1877203	225	-	4	14	60	24	17	8	6	14	"c(""ENST00000588598.5"", ""ENST00000292577.11"", ""ENST00000250974.9"", ""ENST00000591351.5"", ""ENST00000590661.1"")"
ENSG00000122591	E030	19.82868327	0.012620661	16.32459638	5.34E-05	0.015253845	5.952504638	8.878211333	1.158163041	chr7	23014085	23014088	4	-	15	17	39	15	31	9	13	23	"c(""ENST00000477349.5"", ""ENST00000467005.5"", ""ENST00000440481.5"", ""ENST00000465661.1"", ""ENST00000432176.6"")"
ENSG00000125826	E024	13.06798918	0.049818447	16.32565628	5.33E-05	0.015253845	3.855223775	7.305926536	1.848606225	chr20	419558	419642	85	+	2	12	36	19	21	2	3	12	"c(""ENST00000353660.7"", ""ENST00000414880.1"", ""ENST00000415942.5"", ""ENST00000356286.9"", ""ENST00000382214.7"", ""ENST00000382181.2"")"
ENSG00000075711	E075	13.41666767	0.009050786	16.31833787	5.35E-05	0.015272975	4.697475932	7.360157723	1.299120222	chr3	197298418	197298535	118	-	5	9	20	12	21	12	7	22	"c(""ENST00000346964.6"", ""ENST00000448528.6"", ""ENST00000419227.5"", ""ENST00000357674.8"")"
ENSG00000138834	E039	52.48081367	0.016453054	16.30619266	5.39E-05	0.015326231	9.541439054	13.68549852	1.050971647	chr16	1764301	1764318	18	+	28	33	177	51	62	27	26	34	"c(""ENST00000610761.1"", ""ENST00000566589.1"", ""ENST00000356010.9"", ""ENST00000561949.1"", ""ENST00000250894.8"")"
ENSG00000069956	E007	29.00342029	0.007894979	16.29590177	5.42E-05	0.015367404	7.477319149	10.31905653	0.934817329	chr15	52019922	52020032	111	+	19	19	33	35	38	25	21	41	ENST00000558841.1
ENSG00000151474	E008	321.2750733	0.011823743	16.29196776	5.43E-05	0.015381748	25.72603915	32.12988503	0.680358573	chr10	13657124	13657522	399	-	242	328	587	335	364	217	211	336	"c(""ENST00000357447.6"", ""ENST00000358621.8"")"
ENSG00000114062	E059	17.54120681	0.059350856	16.28450909	5.45E-05	0.015427436	4.761806013	8.920037769	1.817138291	chr15	25438695	25438968	274	-	6	16	47	21	16	9	4	26	"c(""ENST00000629252.2"", ""ENST00000625778.2"", ""ENST00000628267.2"", ""ENST00000625681.2"", ""ENST00000614096.4"", ""ENST00000232165.7"")"
ENSG00000114166	E001	16.49864058	0.006735948	16.25286949	5.54E-05	0.015611505	5.341551738	7.929242833	1.14350436	chr3	20040023	20040697	675	+	11	15	22	17	24	8	6	30	ENST00000263754.4
ENSG00000113522	E003	66.21868276	0.005406581	16.23440242	5.60E-05	0.01573427	11.97902874	15.01342168	0.660185763	chr5	132557231	132557453	223	+	58	58	104	76	64	34	62	79	"c(""ENST00000453394.5"", ""ENST00000423956.5"", ""ENST00000533482.5"", ""ENST00000378823.7"")"
ENSG00000075292	E074	20.40572577	0.010006133	16.22526209	5.62E-05	0.01578367	6.090499063	8.927472613	1.107917712	chr2	71433284	71433475	192	+	10	15	40	18	26	15	16	26	ENST00000460310.1
ENSG00000197774	E005	56.43032556	0.002263559	16.22428436	5.63E-05	0.01578367	13.96938223	11.32601196	-0.612362933	chr16	1774945	1775040	96	+	58	73	93	52	49	61	60	16	ENST00000561564.5
ENSG00000120693	E006	37.90278266	0.012590718	16.2133663	5.66E-05	0.01584865	8.708642555	11.76213812	0.873909763	chr13	36879278	36879461	184	-	37	39	72	33	43	14	21	52	"c(""ENST00000399275.6"", ""ENST00000350148.9"", ""ENST00000379826.4"")"
ENSG00000154920	E022	29.06713396	0.004853697	16.19921696	5.70E-05	0.015915289	10.13363568	7.606605715	-0.832424523	chr17	50380312	50380315	4	+	42	39	32	16	15	40	40	14	"c(""ENST00000338165.8"", ""ENST00000511648.6"", ""ENST00000507616.1"", ""ENST00000514211.1"", ""ENST00000510246.1"", ""ENST00000393271.6"")"
ENSG00000100239	E022	183.4940495	0.009051997	16.1612404	5.82E-05	0.016161435	19.68598262	24.50926212	0.654861944	chr22	50434966	50435081	116	+	139	186	411	175	189	104	120	187	"c(""ENST00000395741.7"", ""ENST00000401672.7"", ""ENST00000395744.7"", ""ENST00000612753.4"", ""ENST00000216061.9"", ""ENST00000427222.2"", ""ENST00000359139.7"")"
ENSG00000135387	E003	15.17165975	0.013683451	16.15866246	5.83E-05	0.016161435	5.033282315	7.867016139	1.292525973	chr11	34051751	34051871	121	+	10	14	33	18	19	7	7	16	"c(""ENST00000528856.5"", ""ENST00000534042.5"", ""ENST00000526477.5"", ""ENST00000341394.8"", ""ENST00000389645.7"")"
ENSG00000157326	E019	45.73275559	0.00287966	16.15825271	5.83E-05	0.016161435	12.4413678	10.01056463	-0.633046777	chr14	23969177	23969274	98	+	45	56	33	25	42	59	64	45	"c(""ENST00000559975.1"", ""ENST00000313250.9"", ""ENST00000558581.5"", ""ENST00000558263.5"", ""ENST00000559632.5"")"
ENSG00000156709	E027	23.31232517	0.012610469	16.14316276	5.87E-05	0.016235661	6.548682364	9.483897705	1.073559339	chrX	130165681	130165759	79	-	16	26	37	21	29	11	11	39	"c(""ENST00000287295.7"", ""ENST00000529877.1"", ""ENST00000535724.5"", ""ENST00000319908.7"")"
ENSG00000160360	E009	74.75169474	0.011196997	16.1433169	5.87E-05	0.016235661	11.75058911	15.63082581	0.834608774	chr9	136340870	136340993	124	+	42	54	275	67	83	34	27	48	"c(""ENST00000440944.5"", ""ENST00000616132.4"", ""ENST00000354753.6"")"
ENSG00000146701	E004	97.1917432	0.053548513	16.13817893	5.89E-05	0.016256365	11.59896231	19.7794189	1.567249042	chr7	76048136	76048160	25	+	33	71	310	106	121	44	43	79	"c(""ENST00000461665.5"", ""ENST00000461263.2"", ""ENST00000443006.5"", ""ENST00000315758.9"")"
ENSG00000077063	E012	13.75397193	0.007929182	16.13362377	5.90E-05	0.016280107	4.914797034	7.48801568	1.218301248	chr7	117734913	117735100	188	-	11	14	25	16	21	10	3	12	"c(""ENST00000441556.5"", ""ENST00000160373.7"", ""ENST00000446636.5"")"
ENSG00000101997	E009	34.92194776	0.004385922	16.12898015	5.92E-05	0.016289279	8.342241621	11.00849553	0.805709378	chrX	49243284	49243346	63	+	17	29	74	43	35	18	28	40	"c(""ENST00000376227.3"", ""ENST00000490300.1"", ""ENST00000496651.5"")"
ENSG00000228274	E001	18.85285438	0.007249375	16.12930994	5.92E-05	0.016289279	5.917248494	8.423951822	1.022968193	chr22	38667585	38667861	277	-	10	16	22	18	28	12	14	31	ENST00000431924.2
ENSG00000107404	E029	70.65603324	0.005974776	16.10553452	5.99E-05	0.016430186	11.78405709	15.16523586	0.73754424	chr1	1342053	1342156	104	-	34	59	232	78	67	34	34	52	"c(""ENST00000378888.9"", ""ENST00000378891.9"", ""ENST00000472445.1"", ""ENST00000610709.2"")"
ENSG00000133316	E033	39.24460079	0.033094627	16.1056517	5.99E-05	0.016430186	8.088228835	12.65801641	1.30239445	chr11	62839322	62839428	107	-	23	41	99	41	36	21	16	48	"c(""ENST00000538098.2"", ""ENST00000542347.5"", ""ENST00000529106.5"", ""ENST00000545112.5"", ""ENST00000538277.1"", ""ENST00000540620.5"", ""ENST00000525239.5"", ""ENST00000311713.11"", ""ENST00000278856.8"", ""ENST00000453708.6"", ""ENST00000541930.5"", ""ENST00000525752.5"")"
ENSG00000088247	E023	39.56085994	0.029540103	16.10118144	6.00E-05	0.016452533	7.81026153	12.533911	1.37500905	chr19	6415708	6415721	14	-	17	32	120	38	62	17	19	23	"c(""ENST00000595223.5"", ""ENST00000599642.1"", ""ENST00000398148.7"", ""ENST00000619396.4"")"
ENSG00000061273	E037	50.52629758	0.007582646	16.09483243	6.02E-05	0.016492298	10.1101469	13.45290255	0.832600691	chr12	47791871	47792000	130	-	34	38	119	54	62	44	31	32	"c(""ENST00000427332.6"", ""ENST00000488927.2"", ""ENST00000548938.5"", ""ENST00000548080.5"", ""ENST00000354334.7"", ""ENST00000470668.5"", ""ENST00000080059.11"", ""ENST00000552960.5"", ""ENST00000477203.6"", ""ENST00000477937.2"", ""ENST00000380610.8"", ""ENST00000459625.5"")"
ENSG00000026025	E007	6720.359284	0.014797652	16.07552198	6.09E-05	0.016583549	90.12913329	104.8569195	0.706683971	chr10	17229291	17229750	460	+	4226	6465	12281	6521	7120	5238	4535	8429	"c(""ENST00000485947.1"", ""ENST00000478317.5"", ""ENST00000478746.1"", ""ENST00000224237.9"", ""ENST00000544301.5"", ""ENST00000487938.5"", ""ENST00000497849.1"")"
ENSG00000115266	E021	260.0123643	0.019439835	16.06763642	6.11E-05	0.016637217	31.05761938	22.28011334	-1.007727645	chr19	1457244	1457964	721	+	370	304	344	225	243	278	243	113	ENST00000593146.1
ENSG00000010310	E031	49.5958833	0.004990858	16.05874999	6.14E-05	0.016653852	13.02809036	10.60197652	-0.60067955	chr19	45682156	45683724	1569	+	67	68	67	46	42	60	39	17	ENST00000590918.5
ENSG00000105656	E013	13.26649824	0.025090108	16.05629177	6.15E-05	0.016659489	4.240325662	7.275695087	1.56154199	chr19	18458205	18458329	125	-	9	5	44	16	14	4	5	13	"c(""ENST00000262809.8"", ""ENST00000594635.6"", ""ENST00000596124.3"")"
ENSG00000149257	E025	123.4854804	0.036881716	16.04405585	6.19E-05	0.016704989	14.0061971	21.39334802	1.24991908	chr11	75566845	75566849	5	+	47	93	332	141	141	65	62	135	"c(""ENST00000532356.5"", ""ENST00000525492.5"", ""ENST00000533603.5"", ""ENST00000528760.1"", ""ENST00000525611.5"", ""ENST00000530284.5"", ""ENST00000529643.1"", ""ENST00000358171.7"", ""ENST00000524558.5"", ""ENST00000526397.5"")"
ENSG00000171914	E042	57.03792333	0.01305905	16.04164165	6.20E-05	0.016704989	14.28568735	10.6903959	-0.846054225	chr15	62748351	62748444	94	+	83	92	40	43	35	59	67	45	"c(""ENST00000494733.5"", ""ENST00000561311.5"", ""ENST00000306829.10"", ""ENST00000489129.5"")"
ENSG00000100139	E008	56.96589572	0.004871396	16.0274675	6.24E-05	0.016744022	10.99347424	13.97411561	0.700128885	chr22	37921972	37922036	65	+	33	54	118	62	69	43	39	47	"c(""ENST00000445494.5"", ""ENST00000489812.1"", ""ENST00000215957.10"")"
ENSG00000141013	E016	10.07077883	0.013960898	16.01856968	6.27E-05	0.016792028	3.8320317	6.527058641	1.539619953	chr16	90027636	90027722	87	+	2	7	27	9	14	8	4	12	"c(""ENST00000536122.5"", ""ENST00000563936.5"", ""ENST00000568664.5"", ""ENST00000564392.5"", ""ENST00000564853.1"", ""ENST00000565062.5"", ""ENST00000568705.5"", ""ENST00000268699.8"", ""ENST00000566266.5"", ""ENST00000620723.4"", ""ENST00000563980.5"", ""ENST00000565957.5"", ""ENST00000537797.5"")"
ENSG00000100239	E021	140.3133525	0.010870742	15.99431364	6.35E-05	0.01694636	17.03624461	21.70467543	0.717957096	chr22	50432265	50432329	65	+	86	145	316	130	152	82	95	149	"c(""ENST00000395741.7"", ""ENST00000401672.7"", ""ENST00000395744.7"", ""ENST00000612753.4"", ""ENST00000216061.9"", ""ENST00000427222.2"", ""ENST00000359139.7"")"
ENSG00000112941	E002	10.9443059	0.011203532	15.99553769	6.35E-05	0.01694636	6.656802504	4.01297658	-1.463317122	chr5	6714632	6714699	68	+	18	19	4	6	5	14	16	7	"c(""ENST00000230859.7"", ""ENST00000515721.1"")"
ENSG00000118705	E002	25.99890496	0.04311036	15.99164974	6.36E-05	0.016954724	6.124306112	10.53755333	1.573668389	chr20	37179046	37179160	115	+	13	14	74	30	28	15	14	26	ENST00000237530.10
ENSG00000187122	E012	42.19158738	0.038998768	15.98279049	6.39E-05	0.017003196	8.075351515	13.25426941	1.441467623	chr10	97002282	97002369	88	-	26	41	135	50	51	18	14	17	"c(""ENST00000266058.8"", ""ENST00000371070.8"")"
ENSG00000146830	E011	76.31027853	0.00792901	15.97968351	6.40E-05	0.017015613	12.58036366	15.94466594	0.69399315	chr7	100684020	100684157	138	-	62	49	214	83	77	40	53	52	"c(""ENST00000275732.5"", ""ENST00000472105.1"")"
ENSG00000196605	E030	18.19877835	0.016061416	15.96527693	6.45E-05	0.017098881	5.548335956	8.438628612	1.214210349	chr19	9786024	9786051	28	-	4	19	29	28	21	10	12	23	"c(""ENST00000590471.1"", ""ENST00000586814.5"")"
ENSG00000087365	E014	253.8614012	0.007847693	15.96139334	6.46E-05	0.017118448	23.42705355	28.5934855	0.603369161	chr11	66052407	66052466	60	+	221	266	460	262	281	176	179	227	"c(""ENST00000322535.10"", ""ENST00000531589.5"", ""ENST00000528302.5"", ""ENST00000524627.5"", ""ENST00000530322.5"", ""ENST00000610523.4"", ""ENST00000533595.5"", ""ENST00000531041.1"")"
ENSG00000050438	E018	204.2534555	0.007905425	15.9530103	6.49E-05	0.017156201	21.23802372	25.82125818	0.586609627	chr12	51450876	51451022	147	+	177	217	365	199	198	181	135	199	"c(""ENST00000358657.7"", ""ENST00000551071.5"", ""ENST00000547697.6"", ""ENST00000319957.10"", ""ENST00000453097.6"", ""ENST00000604314.5"", ""ENST00000552001.1"", ""ENST00000548352.5"", ""ENST00000514353.7"", ""ENST00000535225.6"")"
ENSG00000071564	E003	150.2818491	0.004704945	15.94949704	6.51E-05	0.017164066	22.48810098	18.30758306	-0.611498123	chr19	1609293	1609471	179	-	170	169	213	135	145	142	162	86	"c(""ENST00000262965.9"", ""ENST00000611869.4"", ""ENST00000344749.9"", ""ENST00000453954.6"", ""ENST00000592395.5"", ""ENST00000592628.5"", ""ENST00000593064.5"")"
ENSG00000120802	E009	114.1143825	0.015635122	15.94593213	6.52E-05	0.01717064	15.22165235	20.12910369	0.824711215	chr12	98515852	98515963	112	+	63	132	212	122	122	88	76	117	"c(""ENST00000343315.9"", ""ENST00000261210.9"", ""ENST00000266732.8"", ""ENST00000556029.5"", ""ENST00000393053.6"")"
ENSG00000136485	E004	34.69509685	0.083603038	15.94535227	6.52E-05	0.01717064	6.233510648	12.64059225	2.052758502	chr17	63550510	63550546	37	+	9	26	126	41	43	11	13	21	"c(""ENST00000415273.2"", ""ENST00000582274.1"", ""ENST00000431926.5"", ""ENST00000614556.4"")"
ENSG00000196923	E016	31.78633904	0.006730536	15.93873457	6.54E-05	0.017215238	10.91054544	8.123116914	-0.85688024	chr5	177490032	177490099	68	-	29	28	45	24	35	38	45	13	ENST00000505074.5
ENSG00000030582	E053	205.7651739	0.010414661	15.92907893	6.58E-05	0.017231841	20.53234991	25.79237591	0.683844805	chr17	44352341	44352571	231	+	105	213	427	284	239	150	111	146	"c(""ENST00000586443.1"", ""ENST00000589265.5"", ""ENST00000586242.1"", ""ENST00000053867.7"")"
